Key,English
dkGSKTNMExplrRwdresourceRadiator,"[TheNoMad:WorldExplorationReward] Resource: zGTW00600RSCRadiator\nThis exploring reward requires 600 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceRawDiamond,"[TheNoMad:WorldExplorationReward] Resource: zGTW04500RSCRawDiamond\nThis exploring reward requires 4500 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceRepairKit,"[TheNoMad:WorldExplorationReward] Resource: zGTW00558RSCRepairKit\nThis exploring reward requires 558 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceRocketCasing,"[TheNoMad:WorldExplorationReward] Resource: zGTW00231RSCRocketCasing\nThis exploring reward requires 231 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceRocketTip,"[TheNoMad:WorldExplorationReward] Resource: zGTW00150RSCRocketTip\nThis exploring reward requires 150 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceRockSmall,"[TheNoMad:WorldExplorationReward] Resource: zGTW00150RSCRockSmall\nThis exploring reward requires 150 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceScrapBrass,"[TheNoMad:WorldExplorationReward] Resource: zGTW00060RSCScrapBrass\nThis exploring reward requires 60 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceScrapIron,"[TheNoMad:WorldExplorationReward] Resource: zGTW00030RSCScrapIron\nThis exploring reward requires 30 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceScrapLead,"[TheNoMad:WorldExplorationReward] Resource: zGTW00030RSCScrapLead\nThis exploring reward requires 30 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceScrapPolymers,"[TheNoMad:WorldExplorationReward] Resource: zGTW00048RSCScrapPolymers\nThis exploring reward requires 48 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceSewingKit,"[TheNoMad:WorldExplorationReward] Resource: zGTW00048RSCSewingKit\nThis exploring reward requires 48 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceSilverNugget,"[TheNoMad:WorldExplorationReward] Resource: zGTW00750RSCSilverNugget\nThis exploring reward requires 750 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceSnowBall,"[TheNoMad:WorldExplorationReward] Resource: zGTW00015RSCSnowBall\nThis exploring reward requires 15 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceSpring,"[TheNoMad:WorldExplorationReward] Resource: zGTW00066RSCSpring\nThis exploring reward requires 66 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceTestosteroneExtract,"[TheNoMad:WorldExplorationReward] Resource: zGTW01500RSCTestosteroneExtract\nThis exploring reward requires 1500 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceTrophy1,"[TheNoMad:WorldExplorationReward] Resource: zGTW00120RSCTrophy1\nThis exploring reward requires 120 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceTrophy2,"[TheNoMad:WorldExplorationReward] Resource: zGTW00144RSCTrophy2\nThis exploring reward requires 144 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceWood,"[TheNoMad:WorldExplorationReward] Resource: zGTW00075RSCWood\nThis exploring reward requires 75 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdresourceYuccaFibers,"[TheNoMad:WorldExplorationReward] Resource: zGTW00015RSCYuccaFibers\nThis exploring reward requires 15 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmodArmorAdvancedMuffledConnectors,"[TheNoMad:WorldExplorationReward] Item Modification: zGTW02400ModArmorAdvancedMuffledConnectors\nThis exploring reward requires 2400 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmodArmorBallCap,"[TheNoMad:WorldExplorationReward] Item Modification: zGTW02400ModArmorBallCap\nThis exploring reward requires 2400 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmodArmorBandolier,"[TheNoMad:WorldExplorationReward] Item Modification: zGTW02400ModArmorBandolier\nThis exploring reward requires 2400 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmodArmorCoolingMesh,"[TheNoMad:WorldExplorationReward] Item Modification: zGTW02400ModArmorCoolingMesh\nThis exploring reward requires 2400 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmodArmorCowboyHat,"[TheNoMad:WorldExplorationReward] Item Modification: zGTW02400ModArmorCowboyHat\nThis exploring reward requires 2400 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmodArmorCustomizedFittings,"[TheNoMad:WorldExplorationReward] Item Modification: zGTW01200ModArmorCustomizedFittings\nThis exploring reward requires 1200 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmodArmorDoubleStoragePocket,"[TheNoMad:WorldExplorationReward] Item Modification: zGTW01590ModArmorDoubleStoragePocket\nThis exploring reward requires 1590 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
dkGSKTNMExplrRwdmodArmorHelmetLight,"[TheNoMad:WorldExplorationReward] Item Modification: zGTW02400ModArmorHelmetLight\nThis exploring reward requires 2400 credits.\nYou still have {cvar(iGSKexplorationCredits:0)} exploring credits.\nA courier will bring the reward to you (See *Delivery notes).\nTo collect POI exploring reward credits you must be careful, read exploring tip about such rewards if you need.\n It is not possible to get all rewards, so chose wisely."
